11:[153.65222 167.66975 345.596  ],[163.97537 138.47113 295.786  ],[160.55048 131.76854 266.84   ],[157.08752 125.98121 245.097  ],[152.15637 120.74557 225.377  ],[152.52876 124.9499  304.684  ],[147.55173 104.53472 277.941  ],[141.70847   90.015816 259.223   ],[134.36938  75.88271 241.79   ],[142.8459   118.116486 317.029   ],[137.85298 101.12712 292.914  ],[124.06393  110.595665 285.594   ],[120.941246 124.50419  294.993   ],[129.58397 117.2602  333.011  ],[123.428406 102.20502  324.195   ],[118.1718   93.49118 317.012  ],[110.5892   85.73171 307.176  ],[141.46893 165.91663 320.721  ],[133.61165 161.6235  296.515  ],[125.30925 145.7752  295.906  ],[122.507126 133.1347   311.245   ]
12:[158.06949 157.54582 381.043  ],[171.08688 120.75015 349.304  ],[174.73076  101.448586 334.796   ],[177.57985  85.91414 323.603  ],[179.80225  71.31925 311.911  ],[157.25809  113.154076 354.351   ],[148.75179  91.61207 336.799  ],[140.76823  79.17295 320.119  ],[131.9246   69.43998 302.674  ],[145.081   111.18929 361.709  ],[137.79195  99.46721 335.025  ],[132.03716 111.41096 324.846  ],[132.41841 125.1764  331.452  ],[129.95546 115.18807 368.584  ],[129.69785 104.02945 351.947  ],[126.9929  106.80483 338.635  ],[124.19248 116.9907  334.072  ],[169.35641 152.29874 364.823  ],[182.45203 143.92194 350.493  ],[193.27042 135.9811  338.93   ],[207.4665  131.53621 327.832  ]
13:[171.86748 147.01915 368.739  ],[177.83667 117.8077  316.008  ],[180.03215 119.40633 285.286  ],[182.22978 121.63155 262.324  ],[184.74518 124.6284  241.63   ],[160.46417 119.06431 310.378  ],[156.78903 102.73821 279.621  ],[154.32423   91.411255 257.971   ],[152.76836  83.29815 236.677  ],[145.64037 123.61664 311.164  ],[134.98505 110.56479 285.793  ],[127.37828  102.734924 267.615   ],[119.64712  96.13347 249.422  ],[131.0846  135.63853 315.18   ],[119.662025 129.6477   297.335   ],[112.00813 125.82387 286.014  ],[103.6188  122.40105 272.884  ],[186.48593 157.29117 347.32   ],[201.36818 162.07597 327.039  ],[208.45111 165.39214 305.696  ],[216.00299 169.09021 284.178  ]
14:[136.70619 169.18729 353.649  ],[123.77032 170.00095 286.452  ],[118.289215 172.18605  255.938   ],[113.0083  174.79886 232.995  ],[106.744026 178.99532  212.171   ],[105.78174 162.99236 289.276  ],[ 86.443344 161.88065  256.163   ],[ 70.40075 161.26997 234.067  ],[ 52.88779 160.75444 213.972  ],[ 93.6643  157.56354 298.438  ],[ 76.36422 164.82932 268.731  ],[ 62.757465 170.73543  249.316   ],[ 47.645195 178.0635   231.128   ],[ 83.1948  156.63387 315.585  ],[ 77.85531 174.30824 308.632  ],[ 85.6288 182.0874 311.53  ],[ 97.347786 183.47449  318.294   ],[126.03769 184.34705 331.888  ],[117.030235 197.27405  307.872   ],[101.452225 189.76079  305.044   ],[ 84.51447 184.69046 298.507  ]
15:[167.79431 138.7508  372.492  ],[185.83679 110.50594 322.289  ],[198.5447  128.40547 308.871  ],[195.7734  140.23337 325.012  ],[187.5525  138.43748 343.891  ],[172.4174  113.23274 308.538  ],[180.4712   99.43914 276.304  ],[188.05841  90.24482 254.229  ],[197.34874   82.712585 233.8     ],[158.70352 119.10839 302.436  ],[157.44846 107.77577 273.208  ],[157.46695 100.57697 253.362  ],[158.47324  94.32175 234.12   ],[144.01566 132.94768 300.08   ],[136.97015 130.80135 278.269  ],[133.41531 130.62114 264.222  ],[130.25458 131.42159 248.903  ],[185.01006 147.06113 356.904  ],[202.05507 149.90616 341.74   ],[208.66031 151.8387  320.323  ],[199.1928  151.55804 304.534  ]
16:[161.9495  169.24564 369.298  ],[173.23628 149.44334 312.96   ],[182.39291 141.19365 286.68   ],[188.79114 138.57011 264.64   ],[193.73032 140.10158 243.892  ],[156.60341 142.34834 311.82   ],[145.47134 127.44487 284.4    ],[134.9315  123.49073 263.022  ],[123.38737 124.79125 243.243  ],[142.14194 139.10939 316.638  ],[130.32658 145.03444 287.426  ],[130.19106 161.83838 290.878  ],[136.6609  165.21133 308.231  ],[125.51451 142.22568 325.485  ],[121.66125 155.47725 308.408  ],[125.600334 165.20563  311.957   ],[131.53438 167.67632 324.857  ],[153.47864 178.90285 340.989  ],[148.56546 184.96095 314.342  ],[137.7451  182.45335 297.928  ],[123.83228 172.4378  292.194  ]
17:[162.49608 168.9976  340.039  ],[193.21309 141.21379 301.209  ],[209.5537  135.39589 275.932  ],[223.81433 130.49475 256.806  ],[238.10104  126.561005 238.704   ],[179.16524 129.48781 297.295  ],[173.7113  146.12119 266.44   ],[165.5957  164.55923 273.013  ],[162.75131 168.98167 292.852  ],[164.18735  123.204704 298.063   ],[168.51137 108.46387 271.383  ],[170.42989  100.597015 251.832   ],[172.3427   92.43436 233.117  ],[143.8682  123.35178 299.221  ],[145.18616 107.78639 285.76   ],[146.06343  97.42276 277.374  ],[147.06665  85.56937 268.284  ],[168.8589  163.40604 316.967  ],[179.60214 154.9695  297.131  ],[184.11621 143.79564 281.806  ],[186.32883 130.10828 267.382  ]
18:[161.25479 181.44969 347.621  ],[158.29341 138.81277 320.959  ],[157.21213 118.25372 306.62   ],[158.80916 102.22635 294.336  ],[162.04933  87.1891  282.386  ],[148.45229 145.60982 302.142  ],[143.19681 121.43499 282.961  ],[140.54521  103.657425 269.361   ],[139.50893  86.25325 256.118  ],[140.00105 156.9215  289.502  ],[133.992   141.84213 265.305  ],[131.84457 131.26443 248.492  ],[129.95488 120.00608 232.438  ],[135.06512 177.23158 277.052  ],[127.73803 173.52928 256.462  ],[125.721985 171.18109  243.187   ],[123.492455 168.3684   228.881   ],[166.89731 169.50734 331.481  ],[170.5993  153.48128 318.857  ],[161.13057 157.6258  301.017  ],[150.19492 171.41522 292.683  ]
19:[170.38399 149.40817 369.247  ],[171.36406 111.90238 329.021  ],[184.72194 118.18916 303.974  ],[188.20045 135.0404  310.319  ],[182.04352 139.69664 328.81   ],[156.63266 116.23852 318.154  ],[172.12386 130.64897 293.033  ],[173.5567  145.60234 306.963  ],[166.26167 144.42531 327.14   ],[144.08226 124.40732 313.387  ],[152.58228 131.98071 285.016  ],[161.97392 144.25493 293.741  ],[161.45923 145.44844 313.222  ],[133.12845 140.63033 309.688  ],[127.781075 135.2366   288.493   ],[125.41277 132.34999 274.836  ],[122.84461 129.0719  260.059  ],[181.39958 137.95866 359.065  ],[190.99007 123.22755 349.678  ],[196.76048  110.477005 339.058   ],[202.84544  96.90029 328.374  ]
20:[138.4313  129.10593 404.436  ],[164.19066  98.55369 381.875  ],[173.19441  82.51339 366.307  ],[178.89397  72.19955 347.941  ],[183.0457   64.54577 328.536  ],[153.33556  88.28471 379.566  ],[149.3277    90.620804 344.466   ],[145.3409  106.73701 350.395  ],[146.0028   111.493866 371.513   ],[141.6981   83.24041 379.982  ],[137.97862  84.18853 348.819  ],[131.0523   96.74955 346.635  ],[127.28529 106.48579 359.484  ],[125.56786  82.7584  378.053  ],[124.96286  85.55749 356.311  ],[125.68015  95.25686 356.905  ],[126.632385 101.933655 369.446   ],[149.68526 129.66518 384.299  ],[163.60805 127.32188 368.625  ],[175.72813 125.27916 355.984  ],[189.57397 126.87058 345.265  ]
21:[133.05402 146.32402 358.508  ],[158.19571  110.606155 333.252   ],[163.10176   94.676895 310.384   ],[164.68887  88.82148 287.806  ],[165.22462   86.121475 266.909   ],[144.52776 100.33792 330.067  ],[139.4309   108.250275 296.22    ],[138.13808  126.407776 304.794   ],[140.38    128.70982 326.456  ],[130.58194   95.913376 330.045   ],[125.1286  101.20845 299.778  ],[121.646164 116.655235 306.377   ],[123.27188 119.73325 325.772  ],[112.002304  97.44163  328.098   ],[110.36853  96.07526 305.137  ],[109.3007    95.756775 290.967   ],[108.20142  96.79498 275.925  ],[134.99004 146.05704 328.351  ],[141.32835 141.86555 304.421  ],[145.80307 136.26633 285.228  ],[153.88348 133.62437 266.104  ]
22:[125.15017 143.02327 380.105  ],[139.5087  101.73795 371.835  ],[138.21161  81.52934 365.687  ],[137.46765  67.27847 351.979  ],[136.91869   54.961143 336.223   ],[125.24499  95.72817 367.821  ],[124.55719  97.41233 332.247  ],[123.2835   114.809555 335.517   ],[123.138596 120.91654  355.519   ],[111.90444   95.131996 365.388   ],[110.35658  95.00925 333.906  ],[107.548   109.82181 335.306  ],[107.17573  116.296684 352.553   ],[ 95.64614 100.23655 358.523  ],[ 94.58112   88.816895 340.983   ],[ 93.99839   81.556564 329.674   ],[ 93.676865  74.32614  316.539   ],[139.29813 135.07286 377.17   ],[153.31644  124.671616 376.931   ],[163.0801  114.50874 375.986  ],[173.23145  104.637375 375.193   ]
23:[164.55432 147.05536 371.706  ],[190.42856  120.311455 328.419   ],[202.36792 138.91336 315.719  ],[193.88783 151.7953  326.158  ],[182.06412 152.43367 340.808  ],[179.15167 121.06442 311.871  ],[193.20021 104.1854  285.321  ],[205.56949  93.62599 266.491  ],[219.4905    84.969925 248.762   ],[166.0898  125.07034 302.78   ],[170.65486 111.7867  275.397  ],[175.27733  103.516846 256.59    ],[181.29155   96.390564 238.265   ],[150.34177 137.13374 296.576  ],[146.98102 134.28491 274.176  ],[144.93637 132.63449 260.19   ],[142.72324 130.92126 245.055  ],[182.52675 156.47475 361.552  ],[200.38202 160.30127 351.618  ],[205.45496 161.29584 329.986  ],[198.97401 159.79288 312.073  ]
24:[174.90611 159.16292 309.963  ],[206.32921 166.17879 247.14   ],[203.92001 187.87886 221.168  ],[192.35683 210.81912 219.29   ],[183.45354 215.86694 235.753  ],[189.91107 155.69243 237.977  ],[176.08498 184.7643  213.559  ],[166.55563 205.08049 222.266  ],[166.2124  206.01344 242.704  ],[172.17882 146.10959 236.906  ],[165.258   161.21098 207.471  ],[155.73134 179.75395 214.753  ],[155.65665 179.02675 234.122  ],[147.8598  140.76042 242.307  ],[141.8435 136.309  220.422 ],[137.48117 133.0815  206.874  ],[132.09578 129.09705 192.284  ],[178.38736 181.68378 292.516  ],[186.78609 201.83942 273.734  ],[183.85422 208.35278 252.419  ],[183.51888 220.68169 230.91   ]
25:[159.39214 178.71173 340.342  ],[173.77367 139.50536 307.726  ],[183.23875 119.86739 293.286  ],[191.04213  104.125404 281.788   ],[199.00116  92.15092 266.214  ],[156.31786 134.44147 303.864  ],[157.29828 111.9396  280.256  ],[158.01347  96.41552 262.372  ],[158.73418  81.24447 245.206  ],[140.44376 134.79143 304.039  ],[135.83148 137.19266 272.257  ],[137.61168 155.51416 265.83   ],[141.07088 171.78008 270.542  ],[122.1667  143.09608 303.508  ],[115.093   128.94254 290.969  ],[110.65795  120.616425 281.386   ],[105.822044 112.042816 269.738   ],[157.94044 179.57909 310.3    ],[159.73038 175.04721 285.647  ],[143.78204 165.55777 284.898  ],[128.32175 158.41646 292.712  ]
26:[115.33463  123.362816 404.371   ],[ 94.6969  111.11735 340.094  ],[ 78.65675 105.04022 313.323  ],[ 64.473335 100.43221  293.179   ],[ 49.71154  96.12064 274.928  ],[ 80.752426 106.51133  346.181   ],[ 68.3643 129.167  337.801 ],[ 80.87101 139.19673 351.502  ],[ 94.74138 135.54636 365.459  ],[ 72.56567 104.43338 357.708  ],[ 60.83879 122.99892 348.891  ],[ 68.093376 134.3923   358.957   ],[ 80.32336 135.52957 373.229  ],[ 66.62169  107.468254 376.713   ],[ 54.27066 101.33763 358.198  ],[ 45.516712 101.04505  345.804   ],[ 35.940193 103.68549  332.964   ],[103.22572 135.6258  385.358  ],[ 92.14888 144.38531 363.654  ],[ 77.70302 139.74298 359.286  ],[ 74.705345 129.00821  372.062   ]
27:[106.89453 108.29706 451.278  ],[ 96.101555  81.552185 396.286   ],[ 80.58296  80.58994 370.792  ],[ 77.794876  92.19717  358.084   ],[ 83.33349 105.02931 357.253  ],[ 81.99959  81.25351 397.27   ],[ 71.19697  93.06038 369.833  ],[ 81.85794 104.95309 380.296  ],[ 91.69194 103.50117 399.533  ],[ 72.12572  84.06912 403.685  ],[ 59.709457  86.31496  373.945   ],[ 62.992393  99.55197  375.635   ],[ 71.44679 105.43992 392.234  ],[ 63.3585    92.750084 413.905   ],[ 60.200764 101.12777  397.018   ],[ 68.8507   104.464874 401.29    ],[ 75.65345 101.53278 413.731  ],[109.62802 105.10281 426.861  ],[112.53724   98.400604 403.328   ],[115.14298  92.39779 384.351  ],[121.865204  87.29158  367.853   ]
28:[168.51573 169.70581 347.337  ],[184.89175 130.69899 315.171  ],[194.89893 112.86361 297.249  ],[203.64534   99.358406 281.918   ],[212.8216    87.560394 266.171   ],[168.39075  126.455986 308.449   ],[175.58238  103.053734 287.252   ],[181.52533  87.49418 270.163  ],[188.12227   74.813034 251.684   ],[152.80951 127.45123 306.243  ],[149.02536 108.7752  284.115  ],[146.29257   95.324005 269.048   ],[143.49165  81.57649 254.23   ],[134.9643  136.50171 303.331  ],[127.10102 123.21699 289.749  ],[122.28506  115.116066 279.967   ],[117.45024 107.04102 267.744  ],[185.37917 164.12445 339.504  ],[202.08678 154.72266 332.849  ],[215.98993 146.77583 327.386  ],[231.47818 140.74414 324.197  ]
29:[107.0472 160.2663 391.863 ],[124.54461 125.30652 369.93   ],[119.36685  117.900055 341.371   ],[115.504295 128.70961  323.642   ],[115.06915 144.35953 322.515  ],[111.30312 117.28726 368.379  ],[103.972244 113.94897  332.434   ],[101.74263 131.41296 329.583  ],[104.94224 140.11595 347.074  ],[ 98.66276 114.56402 369.351  ],[ 93.86775  101.127815 343.383   ],[ 89.33166  94.12479 324.045  ],[ 83.85789  89.47473 304.65   ],[ 82.18134 117.49277 367.888  ],[ 74.663605 104.15451  359.486   ],[ 69.47568   96.732544 350.421   ],[ 63.673378  90.174095 337.654   ],[110.37293 156.20192 367.163  ],[117.03529 148.71922 347.85   ],[113.8554  136.44327 336.153  ],[106.77062  122.979836 328.213   ]
30:[155.86209 151.83086 344.032  ],[172.82916 106.54486 333.68   ],[183.40735  86.83837 324.378  ],[191.9462    71.451294 316.839   ],[201.09256   57.876686 307.032   ],[158.48416 100.69953 323.236  ],[169.32022  106.729836 290.912   ],[172.32346  125.094604 299.373   ],[167.72682 128.6901  320.146  ],[144.27135 100.71137 315.767  ],[147.9028   82.91258 291.25   ],[151.71689  72.43514 273.162  ],[156.4329    63.195362 255.223   ],[127.75788 108.05361 304.465  ],[120.465836  95.59229  287.207   ],[116.403244  87.659996 275.592   ],[112.67806  79.05179 262.282  ],[167.55884 143.06972 325.063  ],[180.22539 130.16165 312.108  ],[171.096   118.51351 301.699  ],[165.97992  104.151115 289.665   ]
31:[156.58403 171.42506 365.905  ],[175.72421 140.0926  327.385  ],[181.88245 127.09571 303.416  ],[186.16031  119.079216 282.83    ],[189.66557 113.51642 262.873  ],[160.64787 131.7168  325.662  ],[157.04926 109.38298 304.593  ],[152.19325 102.06133 282.255  ],[146.64177 104.15933 261.256  ],[146.37369 128.56114 328.186  ],[139.1497  136.59386 298.414  ],[139.09676 152.77138 302.323  ],[142.90298 156.9349  320.121  ],[128.58827 132.03629 331.05   ],[126.68844 141.58514 310.899  ],[132.35837 151.10197 311.388  ],[139.20056 156.1375  321.847  ],[161.41805 184.13376 336.796  ],[169.83037 192.17126 312.002  ],[176.75842 198.67238 291.398  ],[183.91747 205.27312 270.406  ]
32:[193.79408 166.89166 303.368  ],[161.79138 123.31922 292.504  ],[169.70738  109.317856 267.536   ],[185.96452 119.92169 257.034  ],[192.76552 136.62706 263.312  ],[148.39334 133.89503 279.772  ],[156.92133 121.73618 248.041  ],[176.54205 134.7814  247.953  ],[179.67947 146.62859 264.324  ],[140.28339 148.17432 270.487  ],[132.51004 132.34172 245.555  ],[150.11629 138.43503 237.026  ],[162.05739 150.32298 246.389  ],[138.3074  169.87485 257.682  ],[123.191925 167.69356  239.808   ],[113.98942 165.7068  228.006  ],[103.874374 163.03053  214.924   ],[198.87206 155.51822 278.086  ],[199.55142 139.06119 260.079  ],[183.16647 144.58545 249.505  ],[166.11276 147.54337 236.88   ]
33:[163.99731 162.95496 349.048  ],[182.11436 120.05518 331.632  ],[182.91318 125.17154 301.552  ],[178.4169  138.53525 285.824  ],[171.96254 154.20712 277.439  ],[166.62909 112.83446 330.793  ],[173.32625  88.86768 312.965  ],[178.15167  71.64453 299.977  ],[182.81905   55.041416 286.94    ],[152.13632 111.58704 331.886  ],[152.81108  88.41567 323.512  ],[153.13918  72.71666 316.412  ],[152.99673   58.232403 304.749   ],[134.50024 116.86401 329.871  ],[129.55016 100.84906 323.434  ],[126.445946  90.75657  318.32    ],[123.085625  79.76467  311.408   ],[171.11069 154.23814 327.761  ],[180.94324 141.70705 311.621  ],[179.6169  126.91768 301.52   ],[180.18344  111.336044 290.547   ]
34:[164.4378  144.46559 375.503  ],[185.99867 111.05137 339.243  ],[197.30713 122.08327 315.464  ],[192.98859 137.17346 325.369  ],[184.71739 136.94586 344.094  ],[173.05334 108.10554 325.752  ],[183.57614  87.56337 301.72   ],[191.62086  72.02173 285.616  ],[201.15019   58.794262 268.764   ],[159.3514  109.59842 318.438  ],[161.03748  90.89426 295.327  ],[163.47194  79.26125 277.958  ],[166.59346  67.97946 260.749  ],[143.16705  118.999626 311.809   ],[138.83157  112.192856 290.5     ],[136.43524 108.17246 276.911  ],[134.27536  104.191734 261.961   ],[179.6655 150.5598 355.148 ],[195.87206 151.38196 338.153  ],[193.86635 146.3225  318.934  ],[196.3128  141.54866 298.492  ]
35:[157.7702 189.0976 309.136 ],[169.5525  141.41394 285.352  ],[178.95038 119.35886 272.347  ],[186.77567  102.974525 259.28    ],[194.57881   86.793625 247.219   ],[150.31754 136.65608 282.883  ],[153.84767 107.33922 270.103  ],[156.3926   86.21565 261.529  ],[158.8556   65.77842 253.7    ],[133.35437 138.09412 283.295  ],[125.99618 115.23531 266.683  ],[120.46606 100.0429  253.448  ],[114.54316  85.54885 239.084  ],[114.08166 148.16856 281.551  ],[115.45943 156.02864 259.94   ],[122.392525 167.03297  261.87    ],[126.44748 170.16684 275.714  ],[154.00821 189.07365 279.196  ],[153.54225 182.60492 255.555  ],[135.64005 172.04169 256.313  ],[117.82618 161.85623 258.229  ]
36:[184.55733 173.9207  302.264  ],[148.37865 132.5166  298.632  ],[151.4075   116.424385 275.285   ],[169.96037 124.01323 270.78   ],[177.16483 137.28853 281.441  ],[135.96559 142.62291 283.172  ],[145.85228 128.7378  254.182  ],[167.0768  136.65042 257.234  ],[170.87817 147.5297  273.931  ],[128.93169 156.41675 270.921  ],[115.374596 141.29677  247.755   ],[133.18529 140.9946  239.54   ],[148.67393 149.74193 248.101  ],[128.47328 176.8706  254.581  ],[110.07464 176.34662 238.572  ],[ 98.58089 175.06697 227.782  ],[ 85.21484 173.33539 215.995  ],[186.20485 159.56497 280.07   ],[183.15625 141.3986  265.286  ],[168.95457 139.93292 250.616  ],[151.9668  150.18883 240.84   ]
37:[174.99423 146.66245 367.333  ],[186.09198 127.7936  306.433  ],[190.74529 116.30183 279.195  ],[193.93974 110.45687 256.861  ],[196.9078  106.13625 236.242  ],[168.57532 122.17064 304.547  ],[157.66364  119.612465 270.977   ],[148.75194 117.52317 248.596  ],[139.134   115.26829 228.251  ],[153.41174  120.022095 309.223   ],[143.46065 132.58737 283.138  ],[145.96887 147.526   292.408  ],[152.22403 147.28867 310.848  ],[136.62012 124.34989 319.086  ],[135.78397 139.66254 306.231  ],[139.44601 149.53078 310.306  ],[143.95943 158.14323 317.948  ],[168.19846 157.4917  340.381  ],[164.71977 164.57806 314.144  ],[151.05122 156.84964 306.896  ],[143.73193 145.29395 321.198  ]
38:[164.46965 141.06783 312.964  ],[166.45111   88.917694 288.519   ],[170.91786   70.559326 262.987   ],[182.55577   84.675354 252.466   ],[185.18205 102.90672 261.627  ],[148.94983  89.48271 277.039  ],[147.0572   70.42622 244.026  ],[161.943    86.23087 235.787  ],[168.80081 103.4255  249.22   ],[133.61967  96.13466 270.162  ],[122.537506  72.26304  249.701   ],[131.71855  78.49956 234.599  ],[142.5988   95.84413 238.444  ],[118.97781 112.34882 261.659  ],[109.74235 102.72608 241.157  ],[103.661934  96.10688  228.247   ],[ 96.62946  88.23353 214.209  ],[171.30727 132.8641  286.896  ],[178.30528 118.37293 266.741  ],[171.645    107.064926 249.922   ],[151.43364  104.911736 242.579   ]
